sales_order_id,item_no,material_id,order_quantity,sales_unit_price,shipped_quantity,unshipped_quantity,item_amount,unit
SO-20250788-003,2,MAT-10036,176,248.73,0,176,43776.48,箱
SO-20250788-003,3,MAT-10046,158,145.57,0,158,23000.06,套
SO-20250789-001,1,MAT-10006,129,175.36,0,129,22621.44,个
SO-20250789-001,2,MAT-10045,62,108.52,0,62,6728.24,个
SO-20250789-001,3,MAT-10024,24,93.04,0,24,2232.96,套
SO-20250789-002,1,MAT-10018,95,223.45,0,95,21227.75,箱
SO-20250789-002,2,MAT-10035,177,223.28,0,177,39520.56,个
SO-20250789-002,3,MAT-10036,100,160.46,0,100,16046.0,套
SO-20250789-003,1,MAT-10022,181,63.58,0,181,11507.98,套
SO-20250789-003,2,MAT-10028,71,103.14,0,71,7322.94,箱
SO-20250789-003,3,MAT-10042,23,188.49,0,23,4335.27,箱
SO-20250790-001,1,MAT-10009,54,245.23,0,54,13242.42,件
SO-20250790-001,2,MAT-10038,146,187.21,0,146,27332.66,箱
SO-20250790-001,3,MAT-10003,77,245.12,0,77,18874.24,箱
SO-20250790-002,1,MAT-10006,109,173.49,0,109,18910.41,套
SO-20250790-002,2,MAT-10040,53,147.22,0,53,7802.66,个
SO-20250790-002,3,MAT-10027,180,215.71,0,180,38827.8,套
SO-20250790-003,1,MAT-10035,122,61.47,0,122,7499.34,套
SO-20250790-003,2,MAT-10018,120,247.62,0,120,29714.4,箱
SO-20250790-003,3,MAT-10026,74,121.22,0,74,8970.28,箱
SO-20250791-001,1,MAT-10016,161,236.29,0,161,38042.69,个
SO-20250791-001,2,MAT-10028,87,70.78,0,87,6157.86,个
SO-20250791-001,3,MAT-10004,97,74.57,0,97,7233.29,件
SO-20250791-002,1,MAT-10015,78,147.28,0,78,11487.84,套
SO-20250791-002,2,MAT-10032,99,177.15,0,99,17537.85,件
SO-20250791-002,3,MAT-10029,111,77.61,0,111,8614.71,个
SO-20250791-003,1,MAT-10037,142,61.75,0,142,8768.5,箱
SO-20250791-003,2,MAT-10014,116,118.45,0,116,13740.2,箱
SO-20250791-003,3,MAT-10006,140,127.57,0,140,17859.8,件
SO-20250792-001,1,MAT-10014,99,183.58,0,99,18174.42,箱
SO-20250792-001,2,MAT-10008,83,204.47,0,83,16971.01,套
SO-20250792-001,3,MAT-10041,160,37.86,0,160,6057.6,件
SO-20250792-002,1,MAT-10010,14,182.46,0,14,2554.44,套
SO-20250792-002,2,MAT-10047,181,214.45,0,181,38815.45,箱
SO-20250792-002,3,MAT-10030,46,44.47,0,46,2045.62,箱
SO-20250792-003,1,MAT-10025,89,95.25,0,89,8477.25,套
SO-20250792-003,2,MAT-10007,63,239.83,0,63,15109.29,个
SO-20250792-003,3,MAT-10025,107,58.35,0,107,6243.45,箱
SO-20250793-001,1,MAT-10044,58,177.11,0,58,10272.38,件
SO-20250793-001,2,MAT-10047,101,99.39,0,101,10038.39,个
SO-20250793-001,3,MAT-10027,119,184.82,0,119,21993.58,个
SO-20250793-002,1,MAT-10033,119,165.92,0,119,19744.48,套
SO-20250793-002,2,MAT-10018,42,235.28,0,42,9881.76,个
SO-20250793-002,3,MAT-10031,147,153.87,0,147,22618.89,套
SO-20250793-003,1,MAT-10046,172,101.02,0,172,17375.44,箱
SO-20250793-003,2,MAT-10010,133,166.14,0,133,22096.62,套
SO-20250793-003,3,MAT-10042,22,223.73,0,22,4922.06,套
SO-20250794-001,1,MAT-10007,30,162.16,0,30,4864.8,箱
SO-20250794-001,2,MAT-10033,145,43.59,0,145,6320.55,套
SO-20250794-001,3,MAT-10013,190,116.17,0,190,22072.3,个
SO-20250794-002,1,MAT-10045,18,112.31,0,18,2021.58,件
SO-20250794-002,2,MAT-10034,193,230.49,0,193,44484.57,套
SO-20250794-002,3,MAT-10018,94,34.63,0,94,3255.22,套
SO-20250794-003,1,MAT-10048,194,213.88,0,194,41492.72,件
SO-20250794-003,2,MAT-10021,81,95.81,0,81,7760.61,箱
SO-20250794-003,3,MAT-10003,47,180.49,0,47,8483.03,个
SO-20250795-001,1,MAT-10045,58,169.53,0,58,9832.74,个
SO-20250795-001,2,MAT-10006,25,163.61,0,25,4090.25,个
SO-20250795-001,3,MAT-10013,32,119.09,0,32,3810.88,件
SO-20250795-002,1,MAT-10015,107,145.51,0,107,15569.57,个
SO-20250795-002,2,MAT-10001,162,195.97,0,162,31747.14,箱
SO-20250795-002,3,MAT-10044,157,132.44,0,157,20793.08,套
SO-20250795-003,1,MAT-10036,120,127.41,0,120,15289.2,件
SO-20250795-003,2,MAT-10027,182,115.67,0,182,21051.94,个
SO-20250795-003,3,MAT-10026,135,174.96,0,135,23619.6,套
SO-20250796-001,1,MAT-10042,43,43.51,0,43,1870.93,箱
SO-20250796-001,2,MAT-10031,78,143.19,0,78,11168.82,箱
SO-20250796-001,3,MAT-10026,160,99.06,0,160,15849.6,箱
SO-20250796-002,1,MAT-10004,167,166.8,0,167,27855.6,个
SO-20250796-002,2,MAT-10033,167,63.27,0,167,10566.09,箱
SO-20250796-002,3,MAT-10047,192,210.83,0,192,40479.36,箱
SO-20250796-003,1,MAT-10028,20,141.98,0,20,2839.6,套
SO-20250796-003,2,MAT-10039,184,231.6,0,184,42614.4,个
SO-20250796-003,3,MAT-10024,172,213.06,0,172,36646.32,个
SO-20250797-001,1,MAT-10050,66,217.89,0,66,14380.74,件
SO-20250797-001,2,MAT-10028,12,47.63,0,12,571.56,套
SO-20250797-001,3,MAT-10020,161,225.44,0,161,36295.84,箱
SO-20250797-002,1,MAT-10025,77,59.9,0,77,4612.3,个
SO-20250797-002,2,MAT-10034,45,130.44,0,45,5869.8,个
SO-20250797-002,3,MAT-10025,57,71.93,0,57,4100.01,套
SO-20250797-003,1,MAT-10009,200,31.54,0,200,6308.0,箱
SO-20250797-003,2,MAT-10021,85,123.91,0,85,10532.35,箱
SO-20250797-003,3,MAT-10025,177,137.3,0,177,24302.1,套
SO-20250798-001,1,MAT-10045,78,226.93,0,78,17700.54,个
SO-20250798-001,2,MAT-10040,199,45.34,0,199,9022.66,件
SO-20250798-001,3,MAT-10021,67,73.38,0,67,4916.46,个
SO-20250798-002,1,MAT-10024,111,149.86,0,111,16634.46,件
SO-20250798-002,2,MAT-10046,32,78.03,0,32,2496.96,件
SO-20250798-002,3,MAT-10046,176,90.43,0,176,15915.68,套
SO-20250798-003,1,MAT-10041,28,206.59,0,28,5784.52,箱
SO-20250798-003,2,MAT-10022,166,68.74,0,166,11410.84,套
SO-20250798-003,3,MAT-10018,18,219.34,0,18,3948.12,套
SO-20250799-001,1,MAT-10006,142,164.56,0,142,23367.52,套
SO-20250799-001,2,MAT-10005,161,193.02,0,161,31076.22,个
SO-20250799-001,3,MAT-10030,80,193.47,0,80,15477.6,件
SO-20250799-002,1,MAT-10010,60,56.88,0,60,3412.8,套
SO-20250799-002,2,MAT-10033,171,151.95,0,171,25983.45,套
SO-20250799-002,3,MAT-10049,40,73.67,0,40,2946.8,件
SO-20250799-003,1,MAT-10023,158,53.01,0,158,8375.58,个
SO-20250799-003,2,MAT-10041,82,108.51,0,82,8897.82,箱
SO-20250799-003,3,MAT-10032,127,138.93,0,127,17644.11,箱
SO-202507100-001,1,MAT-10009,90,60.62,0,90,5455.8,个
SO-202507100-001,2,MAT-10034,113,97.56,0,113,11024.28,个
SO-202507100-001,3,MAT-10025,76,196.1,0,76,14903.6,个
SO-202507100-002,1,MAT-10005,17,161.13,0,17,2739.21,套
SO-202507100-002,2,MAT-10023,37,160.75,0,37,5947.75,箱
SO-202507100-002,3,MAT-10035,88,196.4,0,88,17283.2,件
SO-202507100-003,1,MAT-10036,145,180.12,0,145,26117.4,箱
SO-202507100-003,2,MAT-10042,12,57.32,0,12,687.84,个
SO-202507100-003,3,MAT-10024,130,42.35,0,130,5505.5,箱
SO-202507101-001,1,MAT-10045,138,129.36,0,138,17851.68,套
SO-202507101-001,2,MAT-10017,113,215.36,0,113,24335.68,个
SO-202507101-001,3,MAT-10026,103,123.43,0,103,12713.29,套
SO-202507101-002,1,MAT-10014,139,193.88,0,139,26949.32,件
SO-202507101-002,2,MAT-10025,133,79.68,0,133,10597.44,个
SO-202507101-002,3,MAT-10012,44,147.11,0,44,6472.84,箱
SO-202507101-003,1,MAT-10026,69,248.39,0,69,17138.91,个
SO-202507101-003,2,MAT-10029,80,110.81,0,80,8864.8,个
SO-202507101-003,3,MAT-10025,126,39.03,0,126,4917.78,个
SO-202507102-001,1,MAT-10012,188,129.68,0,188,24379.84,个
SO-202507102-001,2,MAT-10041,156,206.07,0,156,32146.92,个
SO-202507102-001,3,MAT-10004,119,90.8,0,119,10805.2,箱
SO-202507102-002,1,MAT-10041,35,47.41,0,35,1659.35,套
SO-202507102-002,2,MAT-10027,146,63.84,0,146,9320.64,件
SO-202507102-002,3,MAT-10005,69,250.0,0,69,17250.0,件
SO-202507102-003,1,MAT-10035,136,169.62,0,136,23068.32,箱
SO-202507102-003,2,MAT-10023,59,210.17,0,59,12400.03,套
SO-202507102-003,3,MAT-10003,19,249.36,0,19,4737.84,箱
SO-202507103-001,1,MAT-10013,137,246.97,0,137,33834.89,箱
SO-202507103-001,2,MAT-10010,134,195.73,0,134,26227.82,套
SO-202507103-001,3,MAT-10016,140,218.51,0,140,30591.4,件
SO-202507103-002,1,MAT-10011,75,87.88,0,75,6591.0,件
SO-202507103-002,2,MAT-10005,182,145.29,0,182,26442.78,个
SO-202507103-002,3,MAT-10028,144,105.17,0,144,15144.48,箱
SO-202507103-003,1,MAT-10007,47,186.26,0,47,8754.22,个
SO-202507103-003,2,MAT-10033,102,247.16,0,102,25210.32,件
SO-202507103-003,3,MAT-10013,143,233.11,0,143,33334.73,个
SO-202507104-001,1,MAT-10023,126,107.26,0,126,13514.76,套
SO-202507104-001,2,MAT-10030,22,133.91,0,22,2946.02,件
SO-202507104-001,3,MAT-10050,48,208.26,0,48,9996.48,件
SO-202507104-002,1,MAT-10038,200,169.9,0,200,33980.0,箱
SO-202507104-002,2,MAT-10016,25,149.52,0,25,3738.0,件
SO-202507104-002,3,MAT-10001,188,88.9,0,188,16713.2,个
SO-202507104-003,1,MAT-10044,50,135.16,0,50,6758.0,个
SO-202507104-003,2,MAT-10027,104,89.57,0,104,9315.28,个
SO-202507104-003,3,MAT-10003,176,127.05,0,176,22360.8,套
SO-202507105-001,1,MAT-10026,120,63.32,0,120,7598.4,个
SO-202507105-001,2,MAT-10022,59,101.76,0,59,6003.84,个
SO-202507105-001,3,MAT-10026,21,210.19,0,21,4413.99,箱
SO-202507105-002,1,MAT-10011,162,173.24,0,162,28064.88,套
SO-202507105-002,2,MAT-10039,120,54.84,0,120,6580.8,个
SO-202507105-002,3,MAT-10044,182,234.71,0,182,42717.22,套
SO-202507105-003,1,MAT-10026,168,210.39,0,168,35345.52,套
SO-202507105-003,2,MAT-10013,96,224.45,0,96,21547.2,箱
SO-202507105-003,3,MAT-10014,11,222.66,0,11,2449.26,套
SO-202507106-001,1,MAT-10049,102,60.56,0,102,6177.12,箱
SO-202507106-001,2,MAT-10045,200,206.74,0,200,41348.0,件
SO-202507106-001,3,MAT-10035,54,156.74,0,54,8463.96,套
SO-202507106-002,1,MAT-10030,39,245.41,0,39,9570.99,套
SO-202507106-002,2,MAT-10019,110,174.85,0,110,19233.5,套
SO-202507106-002,3,MAT-10003,40,52.99,0,40,2119.6,个
SO-202507106-003,1,MAT-10010,138,85.44,0,138,11790.72,套
SO-202507106-003,2,MAT-10004,29,54.0,0,29,1566.0,个
SO-202507106-003,3,MAT-10005,150,169.65,0,150,25447.5,箱
SO-202507107-001,1,MAT-10019,109,168.79,0,109,18398.11,件
SO-202507107-001,2,MAT-10044,149,78.04,0,149,11627.96,箱
SO-202507107-001,3,MAT-10025,81,203.76,0,81,16504.56,件
SO-202507107-002,1,MAT-10020,113,200.52,0,113,22658.76,件
SO-202507107-002,2,MAT-10005,113,244.96,0,113,27680.48,套
SO-202507107-002,3,MAT-10006,61,105.41,0,61,6430.01,箱
SO-202507107-003,1,MAT-10050,174,32.23,0,174,5608.02,套
SO-202507107-003,2,MAT-10030,154,36.75,0,154,5659.5,个
SO-202507107-003,3,MAT-10047,18,245.5,0,18,4419.0,个
SO-202507108-001,1,MAT-10041,141,43.79,0,141,6174.39,件
SO-202507108-001,2,MAT-10012,166,52.19,0,166,8663.54,箱
SO-202507108-001,3,MAT-10021,76,100.29,0,76,7622.04,个
SO-202507108-002,1,MAT-10025,163,206.22,0,163,33613.86,套
SO-202507108-002,2,MAT-10048,106,166.16,0,106,17612.96,套
SO-202507108-002,3,MAT-10046,197,217.87,0,197,42920.39,件
SO-202507108-003,1,MAT-10037,115,75.36,0,115,8666.4,箱
SO-202507108-003,2,MAT-10040,83,245.65,0,83,20388.95,件
SO-202507108-003,3,MAT-10037,172,208.17,0,172,35805.24,箱
SO-202507109-001,1,MAT-10050,39,56.6,0,39,2207.4,套
SO-202507109-001,2,MAT-10004,133,173.5,0,133,23075.5,箱
SO-202507109-001,3,MAT-10043,25,147.61,0,25,3690.25,套
SO-202507109-002,1,MAT-10035,138,225.21,0,138,31078.98,箱
SO-202507109-002,2,MAT-10027,152,72.64,0,152,11041.28,箱
SO-202507109-002,3,MAT-10012,108,231.6,0,108,25012.8,套
SO-202507109-003,1,MAT-10033,177,103.83,0,177,18377.91,个
SO-202507109-003,2,MAT-10044,65,30.22,0,65,1964.3,套
SO-202507109-003,3,MAT-10012,161,72.45,0,161,11664.45,套
SO-202507110-001,1,MAT-10005,20,212.12,0,20,4242.4,个
SO-202507110-001,2,MAT-10024,161,69.42,0,161,11176.62,箱
SO-202507110-001,3,MAT-10046,59,162.74,0,59,9601.66,个
SO-202507110-002,1,MAT-10037,17,237.47,0,17,4036.99,箱
SO-202507110-002,2,MAT-10024,37,81.54,0,37,3016.98,箱
SO-202507110-002,3,MAT-10039,128,117.82,0,128,15080.96,件
SO-202507110-003,1,MAT-10048,163,148.55,0,163,24213.65,套
SO-202507110-003,2,MAT-10048,103,99.29,0,103,10226.87,个
SO-202507110-003,3,MAT-10001,125,102.61,0,125,12826.25,套
SO-202507111-001,1,MAT-10008,147,93.54,0,147,13750.38,箱
SO-202507111-001,2,MAT-10010,142,209.47,0,142,29744.74,个
SO-202507111-001,3,MAT-10003,167,34.95,0,167,5836.65,个
SO-202507111-002,1,MAT-10032,17,68.14,0,17,1158.38,个
SO-202507111-002,2,MAT-10020,68,218.88,0,68,14883.84,箱
SO-202507111-002,3,MAT-10046,68,131.25,0,68,8925.0,套
SO-202507111-003,1,MAT-10002,195,209.12,0,195,40778.4,件
SO-202507111-003,2,MAT-10007,21,164.15,0,21,3447.15,件
SO-202507111-003,3,MAT-10006,56,173.84,0,56,9735.04,套
SO-202507112-001,1,MAT-10007,23,154.87,0,23,3562.01,件
SO-202507112-001,2,MAT-10015,103,188.69,0,103,19435.07,套
SO-202507112-001,3,MAT-10008,108,120.65,0,108,13030.2,个
SO-202507112-002,1,MAT-10049,142,78.62,0,142,11164.04,箱
SO-202507112-002,2,MAT-10015,29,131.95,0,29,3826.55,件
SO-202507112-002,3,MAT-10049,23,70.77,0,23,1627.71,箱
SO-202507112-003,1,MAT-10025,121,142.46,0,121,17237.66,件
SO-202507112-003,2,MAT-10046,11,69.89,0,11,768.79,箱
SO-202507112-003,3,MAT-10002,116,184.12,0,116,21357.92,个
SO-202507113-001,1,MAT-10005,181,94.5,0,181,17104.5,个
SO-202507113-001,2,MAT-10001,144,47.23,0,144,6801.12,件
SO-202507113-001,3,MAT-10041,63,210.29,0,63,13248.27,个
SO-202507113-002,1,MAT-10009,163,31.13,0,163,5074.19,套
SO-202507113-002,2,MAT-10009,38,128.5,0,38,4883.0,箱
SO-202507113-002,3,MAT-10050,17,130.18,0,17,2213.06,箱
SO-202507113-003,1,MAT-10042,41,134.84,0,41,5528.44,箱
SO-202507113-003,2,MAT-10025,135,68.98,0,135,9312.3,个
SO-202507113-003,3,MAT-10024,91,201.89,0,91,18371.99,件
SO-202507114-001,1,MAT-10006,27,184.09,0,27,4970.43,套
SO-202507114-001,2,MAT-10013,150,217.25,0,150,32587.5,箱
SO-202507114-001,3,MAT-10009,30,72.22,0,30,2166.6,件
SO-202507114-002,1,MAT-10042,175,117.0,0,175,20475.0,套
SO-202507114-002,2,MAT-10029,167,39.61,0,167,6614.87,套
SO-202507114-002,3,MAT-10020,174,74.41,0,174,12947.34,件
SO-202507114-003,1,MAT-10008,78,137.81,0,78,10749.18,箱
SO-202507114-003,2,MAT-10001,81,211.21,0,81,17108.01,套
SO-202507114-003,3,MAT-10038,54,115.21,0,54,6221.34,箱
SO-202507115-001,1,MAT-10013,73,152.58,0,73,11138.34,套
SO-202507115-001,2,MAT-10048,139,39.33,0,139,5466.87,件
SO-202507115-001,3,MAT-10042,92,82.04,0,92,7547.68,套
SO-202507115-002,1,MAT-10049,95,62.25,0,95,5913.75,箱
SO-202507115-002,2,MAT-10046,100,92.87,0,100,9287.0,个
SO-202507115-002,3,MAT-10034,129,94.14,0,129,12144.06,箱
SO-202507115-003,1,MAT-10027,17,240.13,0,17,4082.21,箱
SO-202507115-003,2,MAT-10035,183,163.64,0,183,29946.12,箱
SO-202507115-003,3,MAT-10027,171,56.57,0,171,9673.47,箱
SO-202507116-001,1,MAT-10043,145,206.48,0,145,29939.6,件
SO-202507116-001,2,MAT-10028,106,226.77,0,106,24037.62,箱
SO-202507116-001,3,MAT-10030,112,68.2,0,112,7638.4,件
SO-202507116-002,1,MAT-10005,114,199.69,0,114,22764.66,套
SO-202507116-002,2,MAT-10024,32,86.1,0,32,2755.2,套
SO-202507116-002,3,MAT-10042,124,149.86,0,124,18582.64,箱
SO-202507116-003,1,MAT-10031,178,145.46,0,178,25891.88,箱
SO-202507116-003,2,MAT-10017,158,67.53,0,158,10669.74,套
SO-202507116-003,3,MAT-10002,182,177.11,0,182,32234.02,件
SO-202507117-001,1,MAT-10042,183,71.28,0,183,13044.24,件
SO-202507117-001,2,MAT-10040,180,245.91,0,180,44263.8,箱
SO-202507117-001,3,MAT-10030,132,40.16,0,132,5301.12,箱
SO-202507117-002,1,MAT-10017,11,198.11,0,11,2179.21,套
SO-202507117-002,2,MAT-10022,92,84.41,0,92,7765.72,箱
SO-202507117-002,3,MAT-10010,72,135.15,0,72,9730.8,个
SO-202507117-003,1,MAT-10014,82,149.37,0,82,12248.34,套
SO-202507117-003,2,MAT-10029,121,80.14,0,121,9696.94,箱
SO-202507117-003,3,MAT-10012,121,203.97,0,121,24680.37,套
SO-202507118-001,1,MAT-10008,189,197.22,0,189,37274.58,个
SO-202507118-001,2,MAT-10038,77,170.7,0,77,13143.9,箱
SO-202507118-001,3,MAT-10017,116,198.52,0,116,23028.32,件
SO-202507118-002,1,MAT-10017,149,160.41,0,149,23901.09,件
SO-202507118-002,2,MAT-10010,113,211.25,0,113,23871.25,个
SO-202507118-002,3,MAT-10016,130,169.8,0,130,22074.0,件
SO-202507118-003,1,MAT-10030,69,124.84,0,69,8613.96,箱
SO-202507118-003,2,MAT-10019,48,185.02,0,48,8880.96,箱
SO-202507118-003,3,MAT-10049,170,72.43,0,170,12313.1,件
SO-202507119-001,1,MAT-10032,129,213.64,0,129,27559.56,个
SO-202507119-001,2,MAT-10021,92,66.03,0,92,6074.76,件
SO-202507119-001,3,MAT-10016,178,175.72,0,178,31278.16,个
SO-202507119-002,1,MAT-10022,75,80.89,0,75,6066.75,箱
SO-202507119-002,2,MAT-10027,196,71.77,0,196,14066.92,套
SO-202507119-002,3,MAT-10041,112,111.3,0,112,12465.6,件
SO-202507119-003,1,MAT-10015,94,165.14,0,94,15523.16,套
SO-202507119-003,2,MAT-10008,197,126.75,0,197,24969.75,件
SO-202507119-003,3,MAT-10030,161,225.86,0,161,36363.46,箱
SO-202507120-001,1,MAT-10016,150,207.68,0,150,31152.0,箱
SO-202507120-001,2,MAT-10034,156,213.35,0,156,33282.6,件
SO-202507120-001,3,MAT-10002,182,180.08,0,182,32774.56,箱
SO-202507120-002,1,MAT-10001,31,105.81,0,31,3280.11,箱
SO-202507120-002,2,MAT-10047,152,225.92,0,152,34339.84,套
SO-202507120-002,3,MAT-10022,27,31.05,0,27,838.35,套
SO-202507120-003,1,MAT-10019,37,172.52,0,37,6383.24,套
SO-202507120-003,2,MAT-10003,152,146.41,0,152,22254.32,个
SO-202507120-003,3,MAT-10033,182,53.53,0,182,9742.46,套
SO-202507121-001,1,MAT-10010,141,52.82,0,141,7447.62,个
SO-202507121-001,2,MAT-10045,129,243.64,0,129,31429.56,个
SO-202507121-001,3,MAT-10018,64,61.5,0,64,3936.0,套
SO-202507121-002,1,MAT-10007,130,234.34,0,130,30464.2,套
SO-202507121-002,2,MAT-10021,74,213.07,0,74,15767.18,个
SO-202507121-002,3,MAT-10019,36,109.52,0,36,3942.72,件
SO-202507121-003,1,MAT-10019,194,209.37,0,194,40617.78,个
SO-202507121-003,2,MAT-10042,164,129.22,0,164,21192.08,套
SO-202507121-003,3,MAT-10047,139,229.21,0,139,31860.19,箱
SO-202507122-001,1,MAT-10024,125,128.86,0,125,16107.5,个
SO-202507122-001,2,MAT-10044,166,241.29,0,166,40054.14,箱
SO-202507122-001,3,MAT-10032,199,172.15,0,199,34257.85,件
SO-202507122-002,1,MAT-10033,10,215.59,0,10,2155.9,箱
SO-202507122-002,2,MAT-10032,153,57.69,0,153,8826.57,个
SO-202507122-002,3,MAT-10009,50,101.53,0,50,5076.5,个
SO-202507122-003,1,MAT-10003,185,143.8,0,185,26603.0,件
SO-202507122-003,2,MAT-10018,63,123.21,0,63,7762.23,件
SO-202507122-003,3,MAT-10049,180,176.31,0,180,31735.8,件
SO-202507123-001,1,MAT-10042,131,83.29,0,131,10910.99,个
SO-202507123-001,2,MAT-10026,134,187.53,0,134,25129.02,个
SO-202507123-001,3,MAT-10016,91,106.96,0,91,9733.36,箱
SO-202507123-002,1,MAT-10010,105,180.48,0,105,18950.4,件
SO-202507123-002,2,MAT-10047,157,86.07,0,157,13512.99,个
SO-202507123-002,3,MAT-10039,80,224.05,0,80,17924.0,箱
SO-202507123-003,1,MAT-10014,24,204.21,0,24,4901.04,个
SO-202507123-003,2,MAT-10027,11,57.68,0,11,634.48,件
SO-202507123-003,3,MAT-10001,194,231.12,0,194,44837.28,个
SO-202507124-001,1,MAT-10036,28,32.31,0,28,904.68,个
SO-202507124-001,2,MAT-10046,74,207.84,0,74,15380.16,件
SO-202507124-001,3,MAT-10015,99,119.49,0,99,11829.51,个
SO-202507124-002,1,MAT-10037,105,141.62,0,105,14870.1,箱
SO-202507124-002,2,MAT-10032,45,167.7,0,45,7546.5,个
SO-202507124-002,3,MAT-10041,107,139.05,0,107,14878.35,箱
SO-202507124-003,1,MAT-10024,137,95.45,0,137,13076.65,套
SO-202507124-003,2,MAT-10022,148,88.88,0,148,13154.24,套
SO-202507124-003,3,MAT-10032,55,124.27,0,55,6834.85,个
SO-202507125-001,1,MAT-10027,19,65.33,0,19,1241.27,箱
SO-202507125-001,2,MAT-10002,88,85.28,0,88,7504.64,件
SO-202507125-001,3,MAT-10026,79,159.47,0,79,12598.13,箱
SO-202507125-002,1,MAT-10037,181,31.11,0,181,5630.91,套
SO-202507125-002,2,MAT-10003,162,205.44,0,162,33281.28,件
SO-202507125-002,3,MAT-10008,21,129.06,0,21,2710.26,个
SO-202507125-003,1,MAT-10006,135,249.79,0,135,33721.65,箱
SO-202507125-003,2,MAT-10022,129,33.8,0,129,4360.2,件
SO-202507125-003,3,MAT-10009,153,60.83,0,153,9306.99,箱
SO-202507126-001,1,MAT-10042,146,124.19,0,146,18131.74,个
SO-202507126-001,2,MAT-10021,156,106.81,0,156,16662.36,箱
SO-202507126-001,3,MAT-10020,179,221.32,0,179,39616.28,件
SO-202507126-002,1,MAT-10044,130,40.29,0,130,5237.7,件
SO-202507126-002,2,MAT-10030,45,154.65,0,45,6959.25,箱
SO-202507126-002,3,MAT-10002,15,75.73,0,15,1135.95,件
SO-202507126-003,1,MAT-10018,30,40.89,0,30,1226.7,个
SO-202507126-003,2,MAT-10022,156,219.63,0,156,34262.28,件
SO-202507126-003,3,MAT-10028,110,247.17,0,110,27188.7,套
SO-202507127-001,1,MAT-10023,171,249.36,0,171,42640.56,件
SO-202507127-001,2,MAT-10043,69,127.32,0,69,8785.08,件
SO-202507127-001,3,MAT-10023,130,153.17,0,130,19912.1,套
SO-202507127-002,1,MAT-10048,33,60.15,0,33,1984.95,箱
SO-202507127-002,2,MAT-10034,91,150.48,0,91,13693.68,件
SO-202507127-002,3,MAT-10022,82,143.69,0,82,11782.58,件
SO-202507127-003,1,MAT-10010,185,217.57,0,185,40250.45,个
SO-202507127-003,2,MAT-10016,31,222.53,0,31,6898.43,箱
SO-202507127-003,3,MAT-10037,85,61.44,0,85,5222.4,件
SO-202507128-001,1,MAT-10005,138,123.77,0,138,17080.26,套
SO-202507128-001,2,MAT-10015,173,198.81,0,173,34394.13,个
SO-202507128-001,3,MAT-10024,75,200.91,0,75,15068.25,件
SO-202507128-002,1,MAT-10025,81,197.85,0,81,16025.85,套
SO-202507128-002,2,MAT-10047,14,249.03,0,14,3486.42,个
SO-202507128-002,3,MAT-10026,16,148.78,0,16,2380.48,套
SO-202507128-003,1,MAT-10048,34,68.69,0,34,2335.46,箱
SO-202507128-003,2,MAT-10029,158,223.88,0,158,35373.04,件
SO-202507128-003,3,MAT-10041,137,109.79,0,137,15041.23,箱
SO-202507129-001,1,MAT-10031,40,88.75,0,40,3550.0,件
SO-202507129-001,2,MAT-10016,43,227.72,0,43,9791.96,件
SO-202507129-001,3,MAT-10041,146,180.27,0,146,26319.42,箱
SO-202507129-002,1,MAT-10028,197,127.65,0,197,25147.05,箱
SO-202507129-002,2,MAT-10028,197,208.53,0,197,41080.41,个
SO-202507129-002,3,MAT-10039,52,135.11,0,52,7025.72,箱
SO-202507129-003,1,MAT-10042,67,100.26,0,67,6717.42,套
SO-202507129-003,2,MAT-10043,162,38.26,0,162,6198.12,套
SO-202507129-003,3,MAT-10026,169,72.36,0,169,12228.84,套
SO-202507130-001,1,MAT-10019,53,51.68,0,53,2739.04,套
SO-202507130-001,2,MAT-10012,138,50.06,0,138,6908.28,件
SO-202507130-001,3,MAT-10006,30,228.21,0,30,6846.3,个
SO-202507130-002,1,MAT-10044,72,245.03,0,72,17642.16,件
SO-202507130-002,2,MAT-10041,58,155.08,0,58,8994.64,件
SO-202507130-002,3,MAT-10005,180,212.44,0,180,38239.2,件
SO-202507130-003,1,MAT-10031,180,161.07,0,180,28992.6,箱
SO-202507130-003,2,MAT-10025,117,110.65,0,117,12946.05,套
SO-202507130-003,3,MAT-10046,153,172.23,0,153,26351.19,个
SO-202507131-001,1,MAT-10028,32,212.4,0,32,6796.8,个
SO-202507131-001,2,MAT-10021,76,70.36,0,76,5347.36,套
SO-202507131-001,3,MAT-10021,53,207.31,0,53,10987.43,箱
SO-202507131-002,1,MAT-10017,54,75.61,0,54,4082.94,套
SO-202507131-002,2,MAT-10017,144,86.65,0,144,12477.6,件
SO-202507131-002,3,MAT-10040,198,215.61,0,198,42690.78,箱
SO-202507131-003,1,MAT-10049,134,78.73,0,134,10549.82,件
SO-202507131-003,2,MAT-10006,179,205.19,0,179,36729.01,个
SO-202507131-003,3,MAT-10031,26,240.16,0,26,6244.16,个
SO-202507132-001,1,MAT-10036,120,119.38,0,120,14325.6,件
SO-202507132-001,2,MAT-10028,177,32.52,0,177,5756.04,套
SO-202507132-001,3,MAT-10050,150,165.16,0,150,24774.0,件
SO-202507132-002,1,MAT-10011,78,48.25,0,78,3763.5,个
SO-202507132-002,2,MAT-10001,57,183.3,0,57,10448.1,套
SO-202507132-002,3,MAT-10005,135,134.31,0,135,18131.85,套
